"region","parameter","value_coefficient_10","value_p_value","error_prediction_coefficient_10","error_prediction_p_value","value_difference_coefficient_10","value_difference_p_value","CountryCode","subregion"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","north holland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","utrecht"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","aveiro district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","aargau"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","basel-landschaft"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","basel city"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","geneva"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","neuch<e2>tel"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","st. gallen"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","thurgau"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","valais"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"de","north rhine-westphalia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"de","saxony"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"de","schleswig-holstein"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"dk","north denmark region"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"es","castile-la mancha"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"es","catalonia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"es","es"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"es","galicia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"es","valencian community"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","central finland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","kymenlaakso"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","northern ostrobothnia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","northern savonia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","ostrobothnia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","p<e4>ij<e4>nne tavastia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","pirkanmaa"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","south karelia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","southwest finland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","uusimaa"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"gb","gb"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","drenthe"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","flevoland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","friesland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","groningen"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","limburg"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","north brabant"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","overijssel"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","south holland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"nl","zeeland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","agder"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","innlandet"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","m<f8>re og romsdal"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","no"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","oslo"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","rogaland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","troms og finnmark"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","vestfold og telemark"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","vestland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","viken"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","braga"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","castelo branco district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","coimbra district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","porto district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","setubal"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","vila real district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"se","gavleborg county"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"se","stockholm county"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"se","uppsala county"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ch","lucerne"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","lapland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ie","county galway"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ie","county mayo"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"no","nordland"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","leiria district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","central ostrobothnia"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","kainuu"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fi","satakunta"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","<e9>vora district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"ie","county limerick"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","lisbon"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"pt","santar<e9>m district"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fr","auvergne-rh<f4>ne-alpes"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fr","<ee>le-de-france"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fr","grand est"
"WESTERN EUROPE","co",18.1144737603807,9.7827061733584e-06,NA,NA,-10.1708862912393,0.199483877603827,"fr","hauts-de-france"
