"region","parameter","subregion","value_effect","error_prediction_effect","value_difference_effect"
"NORTHERN AMERICA","co","new jersey",277.075022850845,161.554978781051,95.6455194775206
"NORTHERN AMERICA","co","new mexico",267.335784863975,151.815740794181,85.9062814906506
"NORTHERN AMERICA","co","north carolina",268.665229838451,153.145185768657,87.2357264651267
"NORTHERN AMERICA","co","ohio",269.000835227411,153.480791157617,87.5713318540867
"NORTHERN AMERICA","co","oklahoma",266.854211651411,151.334167581617,85.4247082780862
"NORTHERN AMERICA","co","pennsylvania",272.11865356883,156.598609499036,90.689150195505
"NORTHERN AMERICA","co","rhode island",274.222586549328,158.702542479534,92.7930831760038
"NORTHERN AMERICA","co","tennessee",267.571964960743,152.051920890949,86.1424615874181
"NORTHERN AMERICA","co","utah",268.161819354384,152.64177528459,86.7323159810593
"NORTHERN AMERICA","co","vermont",274.938649387288,159.418605317494,93.5091460139632
"NORTHERN AMERICA","co","virginia",270.140621120608,154.620577050814,88.7111177472833
"NORTHERN AMERICA","co","wisconsin",272.534686639924,157.01464257013,91.1051832665996
"NORTHERN AMERICA","co","wyoming",268.225384239409,152.705340169615,86.7958808660848
"NORTHERN AMERICA","no2","alberta",76.1816255059046,NA,77.6988056076356
"NORTHERN AMERICA","no2","british columbia",76.6302115866896,NA,78.1473916884206
"NORTHERN AMERICA","no2","new brunswick",74.7867691077051,NA,76.3039492094361
"NORTHERN AMERICA","no2","nova scotia",76.8946457436006,NA,78.4118258453316
"NORTHERN AMERICA","no2","prince edward island",76.8099030422307,NA,78.3270831439617
"NORTHERN AMERICA","no2","quebec",80.4233335654598,NA,81.9405136671908
"NORTHERN AMERICA","no2","arizona",55.5905616320429,NA,57.107741733774
"NORTHERN AMERICA","no2","california",61.2469972571189,NA,62.7641773588499
"NORTHERN AMERICA","no2","colorado",61.7715729557035,NA,63.2887530574345
"NORTHERN AMERICA","no2","connecticut",63.2332054254606,NA,64.7503855271916
"NORTHERN AMERICA","no2","district of columbia",71.1224202886628,NA,72.6396003903938
"NORTHERN AMERICA","no2","florida",59.2871959444757,NA,60.8043760462067
"NORTHERN AMERICA","no2","georgia",58.6151963670976,NA,60.1323764688286
"NORTHERN AMERICA","no2","hawaii",69.9771342468983,NA,71.4943143486293
"NORTHERN AMERICA","no2","idaho",59.1150226138738,NA,60.6322027156049
"NORTHERN AMERICA","no2","indiana",59.2059530510897,NA,60.7231331528207
"NORTHERN AMERICA","no2","iowa",59.617761223593,NA,61.134941325324
"NORTHERN AMERICA","no2","kansas",58.838662371726,NA,60.355842473457
"NORTHERN AMERICA","no2","kentucky",59.1775622707459,NA,60.6947423724769
"NORTHERN AMERICA","no2","maine",59.3057458567731,NA,60.8229259585041
"NORTHERN AMERICA","no2","maryland",61.5633079178363,NA,63.0804880195674
"NORTHERN AMERICA","no2","massachusetts",64.8845278841418,NA,66.4017079858728
"NORTHERN AMERICA","no2","michigan",63.3415275724454,NA,64.8587076741764
"NORTHERN AMERICA","no2","minnesota",62.0443511039883,NA,63.5615312057193
"NORTHERN AMERICA","no2","missouri",57.8040279862242,NA,59.3212080879552
"NORTHERN AMERICA","no2","montana",61.3870898411737,NA,62.9042699429047
"NORTHERN AMERICA","no2","nevada",58.1646878725083,NA,59.6818679742394
"NORTHERN AMERICA","no2","new jersey",66.4238971490045,NA,67.9410772507356
"NORTHERN AMERICA","no2","new mexico",56.6846591621346,NA,58.2018392638657
"NORTHERN AMERICA","no2","north carolina",58.0141041366107,NA,59.5312842383417
"NORTHERN AMERICA","no2","north dakota",60.5905206544852,NA,62.1077007562163
"NORTHERN AMERICA","no2","ohio",58.3497095255707,NA,59.8668896273017
"NORTHERN AMERICA","no2","oklahoma",56.2030859495702,NA,57.7202660513013
"NORTHERN AMERICA","no2","oregon",58.2245757080847,NA,59.7417558098157
"NORTHERN AMERICA","no2","pennsylvania",61.467527866989,NA,62.98470796872
"NORTHERN AMERICA","no2","rhode island",63.8171957131574,NA,65.3343758148885
"NORTHERN AMERICA","no2","south carolina",55.6624582024047,NA,57.1796383041358
"NORTHERN AMERICA","no2","utah",57.5106936525433,NA,59.0278737542744
"NORTHERN AMERICA","no2","vermont",64.2875236854472,NA,65.8047037871782
"NORTHERN AMERICA","no2","virginia",59.4894954187673,NA,61.0066755204983
"NORTHERN AMERICA","no2","washington",59.7330715177011,NA,61.2502516194322
"NORTHERN AMERICA","no2","wisconsin",61.8835609380836,NA,63.4007410398146
"NORTHERN AMERICA","no2","wyoming",57.5742585375688,NA,59.0914386392998
"NORTHERN AMERICA","o3","alberta",79.8170133992132,77.3219883917246,96.3437494594575
"NORTHERN AMERICA","o3","british columbia",80.2655994799982,77.7705744725096,96.7923355402425
"NORTHERN AMERICA","o3","new brunswick",78.4221570010137,75.9271319935251,94.948893061258
"NORTHERN AMERICA","o3","newfoundland and labrador",78.4167414406748,75.9217164331861,94.9434775009191
"NORTHERN AMERICA","o3","northwest territories",78.576140919826,76.0811159123374,95.1028769800703
"NORTHERN AMERICA","o3","nova scotia",80.5300336369092,78.0350086294205,97.0567696971535
"NORTHERN AMERICA","o3","ontario",82.4946032682117,79.9995782607231,99.0213393284561
"NORTHERN AMERICA","o3","prince edward island",80.4905343862143,77.9955093787257,97.0172704464586
"NORTHERN AMERICA","o3","quebec",84.0587214587684,81.5636964512798,100.585457519013
"NORTHERN AMERICA","o3","saskatchewan",77.5682453082785,75.0732203007899,94.0949813685229
"NORTHERN AMERICA","o3","alabama",60.9503347365338,58.4553097290452,77.4770707967781
"NORTHERN AMERICA","o3","alaska",64.3859900930943,61.8909650856057,80.9127261533386
"NORTHERN AMERICA","o3","arizona",59.2259495253515,56.7309245178629,75.7526855855958
"NORTHERN AMERICA","o3","arkansas",60.8495649718265,58.3545399643379,77.3763010320708
"NORTHERN AMERICA","o3","california",64.8823851504274,62.3873601429388,81.4091212106717
"NORTHERN AMERICA","o3","colorado",65.4069608490121,62.9119358415235,81.9336969092564
"NORTHERN AMERICA","o3","connecticut",66.8685933187692,64.3735683112806,83.3953293790135
"NORTHERN AMERICA","o3","delaware",65.2527901656263,62.7577651581377,81.7795262258706
"NORTHERN AMERICA","o3","district of columbia",74.7578081819714,72.2627831744828,91.2845442422157
"NORTHERN AMERICA","o3","florida",62.9225838377843,60.4275588302957,79.4493198980286
"NORTHERN AMERICA","o3","georgia",62.2505842604062,59.7555592529176,78.7773203206505
"NORTHERN AMERICA","o3","hawaii",73.6125221402069,71.1174971327183,90.1392582004512
"NORTHERN AMERICA","o3","idaho",62.7504105071824,60.2553854996938,79.2771465674267
"NORTHERN AMERICA","o3","illinois",63.8609777829619,61.3659527754733,80.3877138432062
"NORTHERN AMERICA","o3","indiana",62.8413409443982,60.3463159369096,79.3680770046425
"NORTHERN AMERICA","o3","iowa",63.2531491169015,60.7581241094129,79.7798851771458
"NORTHERN AMERICA","o3","kansas",62.4740502650345,59.9790252575459,79.0007863252788
"NORTHERN AMERICA","o3","kentucky",62.8129501640545,60.3179251565659,79.3396862242988
"NORTHERN AMERICA","o3","louisiana",62.6139356397166,60.118910632228,79.1406716999609
"NORTHERN AMERICA","o3","maine",62.9411337500817,60.4461087425931,79.467869810326
"NORTHERN AMERICA","o3","maryland",65.1986958111449,62.7036708036563,81.7254318713892
"NORTHERN AMERICA","o3","massachusetts",68.5199157774504,66.0248907699618,85.0466518376947
"NORTHERN AMERICA","o3","michigan",66.9769154657539,64.4818904582653,83.5036515259983
"NORTHERN AMERICA","o3","minnesota",65.6797389972969,63.1847139898083,82.2064750575412
"NORTHERN AMERICA","o3","mississippi",62.1629062810919,59.6678812736033,78.6896423413362
"NORTHERN AMERICA","o3","missouri",61.4394158795328,58.9443908720442,77.9661519397771
"NORTHERN AMERICA","o3","montana",64.8686150729461,62.3735900654575,81.3953511331904
"NORTHERN AMERICA","o3","nebraska",62.3686628055781,59.8736377980895,78.8953988658224
"NORTHERN AMERICA","o3","nevada",61.8000757658169,59.3050507583283,78.3268118260612
"NORTHERN AMERICA","o3","new hampshire",62.9209513499223,60.4259263424337,79.4476874101667
"NORTHERN AMERICA","o3","new jersey",70.0592850423131,67.5642600348245,86.5860211025574
"NORTHERN AMERICA","o3","new mexico",60.3200470554432,57.8250220479546,76.8467831156875
"NORTHERN AMERICA","o3","new york",65.4523738940752,62.9573488865865,81.9791099543194
"NORTHERN AMERICA","o3","north carolina",61.6494920299193,59.1544670224307,78.1762280901636
"NORTHERN AMERICA","o3","north dakota",64.2259085477938,61.7308835403052,80.7526446080381
"NORTHERN AMERICA","o3","ohio",61.9850974188792,59.4900724113906,78.5118334791235
"NORTHERN AMERICA","o3","oklahoma",59.8384738428788,57.3434488353902,76.3652099031231
"NORTHERN AMERICA","o3","oregon",61.8599636013933,59.3649385939047,78.3866996616376
"NORTHERN AMERICA","o3","pennsylvania",65.1029157602976,62.607890752809,81.6296518205419
"NORTHERN AMERICA","o3","rhode island",67.452583606466,64.9575585989774,83.9793196667103
"NORTHERN AMERICA","o3","south carolina",59.2978460957133,56.8028210882247,75.8245821559576
"NORTHERN AMERICA","o3","south dakota",63.8534860129729,61.3584610054843,80.3802220732172
"NORTHERN AMERICA","o3","tennessee",60.6838291347385,58.1888041272499,77.2105651949828
"NORTHERN AMERICA","o3","texas",61.5175116312914,59.0224866238028,78.0442476915357
"NORTHERN AMERICA","o3","utah",61.1460815458519,58.6510565383633,77.6728176060962
"NORTHERN AMERICA","o3","vermont",67.9229115787557,65.4278865712671,84.449647639
"NORTHERN AMERICA","o3","virginia",63.1248833120759,60.6298583045873,79.6516193723202
"NORTHERN AMERICA","o3","washington",63.3684594110097,60.8734344035211,79.895195471254
"NORTHERN AMERICA","o3","west virginia",64.019022389188,61.5239973816994,80.5457584494323
"NORTHERN AMERICA","o3","wisconsin",65.5189488313922,63.0239238239035,82.0456848916364
"NORTHERN AMERICA","o3","wyoming",61.2096464308774,58.7146214233888,77.7363824911217
"NORTHERN AMERICA","pm10","british columbia",70.8705262361158,70.2443685178855,76.556540981852
"NORTHERN AMERICA","pm10","alabama",51.5552614926514,50.9291037744211,57.2412762383876
"NORTHERN AMERICA","pm10","alaska",54.9909168492119,54.3647591309817,60.6769315949481
"NORTHERN AMERICA","pm10","arizona",49.8308762814691,49.2047185632389,55.5168910272053
"NORTHERN AMERICA","pm10","california",55.4873119065451,54.8611541883148,61.1733266522812
"NORTHERN AMERICA","pm10","colorado",56.0118876051297,55.3857298868994,61.6979023508659
"NORTHERN AMERICA","pm10","connecticut",57.4735200748868,56.8473623566566,63.159534820623
"NORTHERN AMERICA","pm10","district of columbia",65.362734938089,64.7365772198588,71.0487496838252
"NORTHERN AMERICA","pm10","florida",53.5275105939019,52.9013528756717,59.2135253396381
"NORTHERN AMERICA","pm10","georgia",52.8555110165238,52.2293532982935,58.54152576226
"NORTHERN AMERICA","pm10","hawaii",64.2174488963245,63.5912911780943,69.9034636420607
"NORTHERN AMERICA","pm10","idaho",53.3553372633,52.7291795450698,59.0413520090362
"NORTHERN AMERICA","pm10","indiana",53.4462677005159,52.8201099822856,59.1322824462521
"NORTHERN AMERICA","pm10","kansas",53.0789770211522,52.4528193029219,58.7649917668884
"NORTHERN AMERICA","pm10","kentucky",53.4178769201721,52.7917192019419,59.1038916659083
"NORTHERN AMERICA","pm10","michigan",57.5818422218716,56.9556845036413,63.2678569676078
"NORTHERN AMERICA","pm10","minnesota",56.2846657534145,55.6585080351843,61.9706804991507
"NORTHERN AMERICA","pm10","missouri",52.0443426356504,51.4181849174201,57.7303573813866
"NORTHERN AMERICA","pm10","montana",55.4735418290637,54.8473841108335,61.1595565747999
"NORTHERN AMERICA","pm10","nevada",52.4050025219345,51.7788448037043,58.0910172676707
"NORTHERN AMERICA","pm10","new hampshire",53.52587810604,52.8997203878097,59.2118928517762
"NORTHERN AMERICA","pm10","new mexico",50.9249738115608,50.2988160933306,56.610988557297
"NORTHERN AMERICA","pm10","new york",56.0573006501928,55.4311429319625,61.743315395929
"NORTHERN AMERICA","pm10","north carolina",52.2544187860369,51.6282610678066,57.9404335317731
"NORTHERN AMERICA","pm10","north dakota",54.8308353039114,54.2046775856812,60.5168500496476
"NORTHERN AMERICA","pm10","ohio",52.5900241749969,51.9638664567666,58.2760389207331
"NORTHERN AMERICA","pm10","oklahoma",50.4434005989964,49.8172428807662,56.1294153447326
"NORTHERN AMERICA","pm10","oregon",52.4648903575109,51.8387326392807,58.1509051032471
"NORTHERN AMERICA","pm10","pennsylvania",55.7078425164152,55.0816847981849,61.3938572621514
"NORTHERN AMERICA","pm10","south carolina",49.9027728518309,49.2766151336007,55.5887875975671
"NORTHERN AMERICA","pm10","south dakota",54.4584127690905,53.8322550508603,60.1444275148267
"NORTHERN AMERICA","pm10","texas",52.122438387409,51.4962806691788,57.8084531331452
"NORTHERN AMERICA","pm10","us",53.5708809255125,52.9447232072823,59.2568956712487
"NORTHERN AMERICA","pm10","washington",53.9733861671273,53.3472284488971,59.6594009128635
"NORTHERN AMERICA","pm10","wisconsin",56.1238755875098,55.4977178692795,61.809890333246
"NORTHERN AMERICA","pm10","wyoming",51.814573186995,51.1884154687648,57.5005879327312
"NORTHERN AMERICA","pm25","alberta",87.4013010903129,86.6258224456688,97.1335374256635
"NORTHERN AMERICA","pm25","british columbia",87.8498871710979,87.0744085264537,97.5821235064485
"NORTHERN AMERICA","pm25","new brunswick",86.0064446921134,85.2309660474692,95.738681027464
"NORTHERN AMERICA","pm25","newfoundland and labrador",86.0010291317745,85.2255504871303,95.7332654671251
"NORTHERN AMERICA","pm25","nova scotia",88.1143213280089,87.3388426833647,97.8465576633595
"NORTHERN AMERICA","pm25","ontario",90.0788909593115,89.3034123146673,99.8111272946621
"NORTHERN AMERICA","pm25","prince edward island",88.074822077314,87.2993434326699,97.8070584126646
"NORTHERN AMERICA","pm25","quebec",91.6430091498681,90.8675305052239,101.375245485219
"NORTHERN AMERICA","pm25","saskatchewan",85.1525329993783,84.3770543547341,94.8847693347289
"NORTHERN AMERICA","pm25","alabama",68.5346224276335,67.7591437829893,78.2668587629841
"NORTHERN AMERICA","pm25","alaska",71.970277784194,71.1947991395499,81.7025141195447
"NORTHERN AMERICA","pm25","arizona",66.8102372164512,66.0347585718071,76.5424735518018
"NORTHERN AMERICA","pm25","arkansas",68.4338526629262,67.6583740182821,78.1660889982768
"NORTHERN AMERICA","pm25","california",72.4666728415271,71.691194196883,82.1989091768778
"NORTHERN AMERICA","pm25","colorado",72.9912485401118,72.2157698954676,82.7234848754624
"NORTHERN AMERICA","pm25","connecticut",74.4528810098689,73.6774023652248,84.1851173452195
"NORTHERN AMERICA","pm25","delaware",72.837077856726,72.0615992120819,82.5693141920767
"NORTHERN AMERICA","pm25","district of columbia",82.3420958730711,81.566617228427,92.0743322084217
"NORTHERN AMERICA","pm25","florida",70.506871528884,69.7313928842399,80.2391078642346
"NORTHERN AMERICA","pm25","georgia",69.8348719515059,69.0593933068617,79.5671082868565
"NORTHERN AMERICA","pm25","hawaii",81.1968098313066,80.4213311866624,90.9290461666572
"NORTHERN AMERICA","pm25","idaho",70.3346981982821,69.559219553638,80.0669345336327
"NORTHERN AMERICA","pm25","illinois",71.4452654740616,70.6697868294175,81.1775018094122
"NORTHERN AMERICA","pm25","indiana",70.425628635498,69.6501499908538,80.1578649708486
"NORTHERN AMERICA","pm25","iowa",70.8374368080012,70.0619581633571,80.5696731433518
"NORTHERN AMERICA","pm25","kansas",70.0583379561343,69.2828593114901,79.7905742914849
"NORTHERN AMERICA","pm25","kentucky",70.3972378551542,69.6217592105101,80.1294741905048
"NORTHERN AMERICA","pm25","louisiana",70.1982233308163,69.4227446861722,79.9304596661669
"NORTHERN AMERICA","pm25","maine",70.5254214411814,69.7499427965372,80.257657776532
"NORTHERN AMERICA","pm25","maryland",72.7829835022446,72.0075048576005,82.5152198375952
"NORTHERN AMERICA","pm25","massachusetts",76.1042034685501,75.3287248239059,85.8364398039007
"NORTHERN AMERICA","pm25","michigan",74.5612031568537,73.7857245122095,84.2934394922043
"NORTHERN AMERICA","pm25","minnesota",73.2640266883966,72.4885480437525,82.9962630237472
"NORTHERN AMERICA","pm25","mississippi",69.7471939721916,68.9717153275475,79.4794303075422
"NORTHERN AMERICA","pm25","missouri",69.0237035706325,68.2482249259883,78.7559399059831
"NORTHERN AMERICA","pm25","montana",72.4529027640458,71.6774241194017,82.1851390993964
"NORTHERN AMERICA","pm25","nebraska",69.9529504966778,69.1774718520336,79.6851868320284
"NORTHERN AMERICA","pm25","nevada",69.3843634569166,68.6088848122725,79.1165997922673
"NORTHERN AMERICA","pm25","new hampshire",70.5052390410221,69.7297603963779,80.2374753763727
"NORTHERN AMERICA","pm25","new jersey",77.6435727334128,76.8680940887687,87.3758090687634
"NORTHERN AMERICA","pm25","new mexico",67.9043347465429,67.1288561018988,77.6365710818935
"NORTHERN AMERICA","pm25","new york",73.0366615851749,72.2611829405307,82.7688979205255
"NORTHERN AMERICA","pm25","north carolina",69.233779721019,68.4583010763748,78.9660160563696
"NORTHERN AMERICA","pm25","north dakota",71.8101962388935,71.0347175942494,81.5424325742441
"NORTHERN AMERICA","pm25","ohio",69.569385109979,68.7939064653348,79.3016214453296
"NORTHERN AMERICA","pm25","oklahoma",67.4227615339785,66.6472828893344,77.1549978693291
"NORTHERN AMERICA","pm25","oregon",69.444251292493,68.6687726478489,79.1764876278436
"NORTHERN AMERICA","pm25","pennsylvania",72.6872034513973,71.9117248067531,82.4194397867479
"NORTHERN AMERICA","pm25","rhode island",75.0368712975657,74.2613926529216,84.7691076329163
"NORTHERN AMERICA","pm25","south carolina",66.882133786813,66.1066551421689,76.6143701221636
"NORTHERN AMERICA","pm25","south dakota",71.4377737040726,70.6622950594284,81.1700100394232
"NORTHERN AMERICA","pm25","tennessee",68.2681168258382,67.4926381811941,78.0003531611889
"NORTHERN AMERICA","pm25","texas",69.1017993223911,68.326320677747,78.8340356577417
"NORTHERN AMERICA","pm25","us",70.5502418604946,69.7747632158504,80.2824781958452
"NORTHERN AMERICA","pm25","utah",68.7303692369516,67.9548905923075,78.4626055723022
"NORTHERN AMERICA","pm25","vermont",75.5071992698554,74.7317206252113,85.2394356052061
"NORTHERN AMERICA","pm25","virginia",70.7091710031756,69.9336923585314,80.4414073385262
"NORTHERN AMERICA","pm25","washington",70.9527471021094,70.1772684574653,80.68498343746
"NORTHERN AMERICA","pm25","wisconsin",73.1032365224919,72.3277578778477,82.8354728578425
"NORTHERN AMERICA","pm25","wyoming",68.7939341219771,68.0184554773329,78.5261704573277
"NORTHERN AMERICA","so2","alberta",79.6317247548079,76.5502832029366,81.1064312789546
"NORTHERN AMERICA","so2","british columbia",80.0803108355929,76.9988692837216,81.5550173597395
"NORTHERN AMERICA","so2","nova scotia",78.8232483472995,75.7418067954282,80.2979548714461
"NORTHERN AMERICA","so2","alaska",64.5700458246705,61.4886042727993,66.0447523488172
"NORTHERN AMERICA","so2","arizona",59.0406608809462,55.9592193290749,60.5153674050929
"NORTHERN AMERICA","so2","california",64.6970965060221,61.6156549541508,66.1718030301688
"NORTHERN AMERICA","so2","delaware",64.5198428732052,61.4384013213339,65.9945493973518
"NORTHERN AMERICA","so2","district of columbia",74.5646004814391,71.4831589295678,76.0393070055858
"NORTHERN AMERICA","so2","florida",62.737295193379,59.6558536415077,64.2120017175257
"NORTHERN AMERICA","so2","georgia",62.0652956160009,58.9838540641296,63.5400021401475
"NORTHERN AMERICA","so2","hawaii",73.4272334958016,70.3457919439303,74.9019400199482
"NORTHERN AMERICA","so2","idaho",62.5651218627771,59.4836803109058,64.0398283869238
"NORTHERN AMERICA","so2","illinois",63.7348169849175,60.6533754330462,65.2095235090642
"NORTHERN AMERICA","so2","indiana",62.656052299993,59.5746107481216,64.1307588241396
"NORTHERN AMERICA","so2","iowa",62.8973104088872,59.8158688570159,64.3720169330338
"NORTHERN AMERICA","so2","kansas",62.2887616206292,59.2073200687579,63.7634681447759
"NORTHERN AMERICA","so2","kentucky",62.6276615196492,59.5462199677779,64.1023680437959
"NORTHERN AMERICA","so2","maryland",65.0134071667396,61.9319656148683,66.4881136908863
"NORTHERN AMERICA","so2","massachusetts",68.3346271330451,65.2531855811738,69.8093336571917
"NORTHERN AMERICA","so2","michigan",66.7916268213486,63.7101852694773,68.2663333454953
"NORTHERN AMERICA","so2","minnesota",65.4944503528916,62.4130088010203,66.9691568770383
"NORTHERN AMERICA","so2","missouri",61.2541272351275,58.1726856832562,62.7288337592741
"NORTHERN AMERICA","so2","nevada",61.405631150528,58.3241895986567,62.8803376746747
"NORTHERN AMERICA","so2","new hampshire",62.7356627055171,59.6542211536458,64.2103692296637
"NORTHERN AMERICA","so2","new mexico",60.1347584110379,57.0533168591666,61.6094649351846
"NORTHERN AMERICA","so2","north carolina",61.464203385514,58.3827618336427,62.9389099096606
"NORTHERN AMERICA","so2","ohio",61.7998087744739,58.7183672226026,63.2745152986206
"NORTHERN AMERICA","so2","oklahoma",59.5274428422339,56.4460012903626,61.0021493663805
"NORTHERN AMERICA","so2","pennsylvania",64.9176271158923,61.836185564021,66.3923336400389
"NORTHERN AMERICA","so2","south carolina",58.7428181092298,55.6613765573585,60.2175246333764
"NORTHERN AMERICA","so2","tennessee",60.4985404903332,57.4170989384619,61.9732470144799
"NORTHERN AMERICA","so2","utah",60.9607929014466,57.8793513495753,62.4354994255933
"NORTHERN AMERICA","so2","virginia",62.9395946676706,59.8581531157993,64.4143011918172
"NORTHERN AMERICA","so2","west virginia",63.8337337447827,60.7522921929114,65.3084402689294
"NORTHERN AMERICA","so2","wisconsin",65.2758934955623,NA,66.7506000197089
"NORTHERN AMERICA","so2","wyoming",61.0243577864721,NA,NA
"LATIN AMER. & CARIB","co","antofagasta",109.953789341097,17.330593411026,209.239985272344
"LATIN AMER. & CARIB","co","araucania",115.619541021137,22.9963450910665,214.905736952385
"LATIN AMER. & CARIB","co","bio bio",109.743001381376,17.1198054513049,209.029197312623
"LATIN AMER. & CARIB","co","cl",111.880249105877,19.2570531758059,211.166445037124
"LATIN AMER. & CARIB","co","santiago metropolitan region",112.163659137349,19.5404632072786,211.449855068597
"LATIN AMER. & CARIB","co","antioquia",132.387699681467,39.7645037513961,231.673895612714
"LATIN AMER. & CARIB","co","metropolitan municipality of lima",158.595137051178,65.971941121107,257.881332982425
"LATIN AMER. & CARIB","no2","antofagasta",54.1723708625231,NA,56.7503651622937
"LATIN AMER. & CARIB","no2","atacama",56.1736736955744,NA,58.7516679953449
"LATIN AMER. & CARIB","no2","bio bio",54.1454890520499,NA,56.7234833518204
"LATIN AMER. & CARIB","no2","cl",56.2827367765509,NA,58.8607310763214
"LATIN AMER. & CARIB","no2","santiago metropolitan region",56.5661468080236,NA,59.1441411077941
"LATIN AMER. & CARIB","no2","antioquia",77.6307433888817,NA,80.2087376886522
"LATIN AMER. & CARIB","no2","metropolitan municipality of lima",102.997624721852,NA,105.575619021623
"LATIN AMER. & CARIB","o3","antofagasta",48.8943953074371,50.7719418774986,38.9265917101482
"LATIN AMER. & CARIB","o3","atacama",50.7117919912405,52.589338561302,40.7439883939516
"LATIN AMER. & CARIB","o3","bio bio",48.6836073477161,50.5611539177776,38.7158037504272
"LATIN AMER. & CARIB","o3","cl",50.8208550722171,52.6984016422786,40.8530514749282
"LATIN AMER. & CARIB","o3","santiago metropolitan region",51.1042651036897,52.9818116737512,41.1364615064008
"LATIN AMER. & CARIB","o3","antioquia",72.1688616845478,74.0464082546093,62.2010580872589
"LATIN AMER. & CARIB","o3","metropolitan municipality of lima",97.5357430175182,99.4132895875797,87.5679394202293
"LATIN AMER. & CARIB","pm10","antofagasta",51.6579429896829,42.7631407183479,62.9852541293425
"LATIN AMER. & CARIB","pm10","araucania",57.3236946697235,48.4288923983885,68.6510058093831
"LATIN AMER. & CARIB","pm10","atacama",53.4753396734864,44.5805374021514,64.802650813146
"LATIN AMER. & CARIB","pm10","bio bio",51.4471550299619,42.5523527586269,62.7744661696215
"LATIN AMER. & CARIB","pm10","cl",53.5844027544629,44.6896004831279,64.9117138941225
"LATIN AMER. & CARIB","pm10","coquimbo",53.4236846147478,44.5288823434128,64.7509957544074
"LATIN AMER. & CARIB","pm10","los lagos",52.9401182639841,44.0453159926491,64.2674294036437
"LATIN AMER. & CARIB","pm10","maule",52.5625106140764,43.6677083427414,63.889821753736
"LATIN AMER. & CARIB","pm10","santiago metropolitan region",53.8678127859356,44.9730105146006,65.1951239255952
"LATIN AMER. & CARIB","pm10","antioquia",74.9324093667936,66.0376070954587,86.2597205064532
"LATIN AMER. & CARIB","pm10","metropolitan municipality of lima",100.299290699764,91.404488428429,111.626601839424
"LATIN AMER. & CARIB","pm25","antofagasta",57.4178122713777,50.7431142629143,70.6734182888153
"LATIN AMER. & CARIB","pm25","araucania",63.0835639514183,56.4088659429548,76.3391699688559
"LATIN AMER. & CARIB","pm25","atacama",59.2352089551812,52.5605109467177,72.4908149726188
"LATIN AMER. & CARIB","pm25","bio bio",57.2070243116567,50.5323263031933,70.4626303290943
"LATIN AMER. & CARIB","pm25","cl",59.3442720361577,52.6695740276943,72.5998780535953
"LATIN AMER. & CARIB","pm25","coquimbo",59.1835538964426,52.5088558879792,72.4391599138802
"LATIN AMER. & CARIB","pm25","los lagos",58.6999875456789,52.0252895372155,71.9555935631165
"LATIN AMER. & CARIB","pm25","magallanes and chilean antarctica",63.3984132919443,56.7237152834809,76.6540193093819
"LATIN AMER. & CARIB","pm25","maule",58.3223798957711,51.6476818873077,71.5779859132087
"LATIN AMER. & CARIB","pm25","santiago metropolitan region",59.6276820676303,52.9529840591669,72.8832880850679
"LATIN AMER. & CARIB","pm25","antioquia",80.6922786484884,74.017580640025,93.947884665926
"LATIN AMER. & CARIB","pm25","bogota",79.5058521593006,72.8311541508371,92.7614581767382
"LATIN AMER. & CARIB","pm25","cr",67.8745723698618,61.1998743613984,81.1301783872994
"LATIN AMER. & CARIB","pm25","metropolitan municipality of lima",106.059159981459,99.3844619729954,119.314765998896
"LATIN AMER. & CARIB","so2","antofagasta",52.9291514746262,50.3863267213762,54.3699038288603
"LATIN AMER. & CARIB","so2","atacama",54.7465481584296,52.2037234051797,56.1873005126637
"LATIN AMER. & CARIB","so2","bio bio",52.7183635149051,50.1755387616552,54.1591158691392
"LATIN AMER. & CARIB","so2","cl",54.8556112394062,52.3127864861562,56.2963635936402
"LATIN AMER. & CARIB","so2","santiago metropolitan region",55.1390212708788,52.5961965176288,56.5797736251129
"LATIN AMER. & CARIB","so2","antioquia",76.2036178517369,73.6607930984869,77.644370205971
"LATIN AMER. & CARIB","so2","metropolitan municipality of lima",101.570499184707,99.0276744314573,103.011251538941
