"region","parameter","subregion","value_effect","error_prediction_effect","value_difference_effect"
"NORTHERN AMERICA","no2","washington",59.7330738286863,NA,61.2502516194322
"NORTHERN AMERICA","no2","wisconsin",61.8835632490687,NA,63.4007410398146
"NORTHERN AMERICA","no2","wyoming",57.5742608485539,NA,59.0914386392998
"NORTHERN AMERICA","o3","alberta",79.8170177338279,77.3219883917246,96.3437494594575
"NORTHERN AMERICA","o3","british columbia",80.2656038146129,77.7705744725096,96.7923355402425
"NORTHERN AMERICA","o3","new brunswick",78.4221613356284,75.9271319935251,94.948893061258
"NORTHERN AMERICA","o3","newfoundland and labrador",78.4167457752895,75.9217164331861,94.9434775009191
"NORTHERN AMERICA","o3","northwest territories",78.5761452544407,76.0811159123374,95.1028769800703
"NORTHERN AMERICA","o3","nova scotia",80.5300379715239,78.0350086294205,97.0567696971535
"NORTHERN AMERICA","o3","ontario",82.4946076028265,79.9995782607231,99.0213393284561
"NORTHERN AMERICA","o3","prince edward island",80.490538720829,77.9955093787257,97.0172704464586
"NORTHERN AMERICA","o3","quebec",84.0587257933831,81.5636964512798,100.585457519013
"NORTHERN AMERICA","o3","saskatchewan",77.5682496428933,75.0732203007899,94.0949813685229
"NORTHERN AMERICA","o3","alabama",60.9503390711485,58.4553097290452,77.4770707967781
"NORTHERN AMERICA","o3","alaska",64.3859944277091,61.8909650856057,80.9127261533386
"NORTHERN AMERICA","o3","arizona",59.2259538599663,56.7309245178629,75.7526855855958
"NORTHERN AMERICA","o3","arkansas",60.8495693064413,58.3545399643379,77.3763010320708
"NORTHERN AMERICA","o3","california",64.8823894850422,62.3873601429388,81.4091212106717
"NORTHERN AMERICA","o3","colorado",65.4069651836268,62.9119358415235,81.9336969092564
"NORTHERN AMERICA","o3","connecticut",66.8685976533839,64.3735683112806,83.3953293790135
"NORTHERN AMERICA","o3","delaware",65.2527945002411,62.7577651581377,81.7795262258706
"NORTHERN AMERICA","o3","district of columbia",74.7578125165861,72.2627831744828,91.2845442422157
"NORTHERN AMERICA","o3","florida",62.922588172399,60.4275588302957,79.4493198980286
"NORTHERN AMERICA","o3","georgia",62.2505885950209,59.7555592529176,78.7773203206505
"NORTHERN AMERICA","o3","hawaii",73.6125264748216,71.1174971327183,90.1392582004512
"NORTHERN AMERICA","o3","idaho",62.7504148417972,60.2553854996938,79.2771465674267
"NORTHERN AMERICA","o3","illinois",63.8609821175767,61.3659527754733,80.3877138432062
"NORTHERN AMERICA","o3","indiana",62.841345279013,60.3463159369096,79.3680770046425
"NORTHERN AMERICA","o3","iowa",63.2531534515163,60.7581241094129,79.7798851771458
"NORTHERN AMERICA","o3","kansas",62.4740545996493,59.9790252575459,79.0007863252788
"NORTHERN AMERICA","o3","kentucky",62.8129544986692,60.3179251565659,79.3396862242988
"NORTHERN AMERICA","o3","louisiana",62.6139399743313,60.118910632228,79.1406716999609
"NORTHERN AMERICA","o3","maine",62.9411380846964,60.4461087425931,79.467869810326
"NORTHERN AMERICA","o3","maryland",65.1987001457597,62.7036708036563,81.7254318713892
"NORTHERN AMERICA","o3","massachusetts",68.5199201120651,66.0248907699618,85.0466518376947
"NORTHERN AMERICA","o3","michigan",66.9769198003687,64.4818904582653,83.5036515259983
"NORTHERN AMERICA","o3","minnesota",65.6797433319117,63.1847139898083,82.2064750575412
"NORTHERN AMERICA","o3","mississippi",62.1629106157067,59.6678812736033,78.6896423413362
"NORTHERN AMERICA","o3","missouri",61.4394202141475,58.9443908720442,77.9661519397771
"NORTHERN AMERICA","o3","montana",64.8686194075609,62.3735900654575,81.3953511331904
"NORTHERN AMERICA","o3","nebraska",62.3686671401928,59.8736377980895,78.8953988658224
"NORTHERN AMERICA","o3","nevada",61.8000801004317,59.3050507583283,78.3268118260612
"NORTHERN AMERICA","o3","new hampshire",62.9209556845371,60.4259263424337,79.4476874101667
"NORTHERN AMERICA","o3","new jersey",70.0592893769279,67.5642600348245,86.5860211025574
"NORTHERN AMERICA","o3","new mexico",60.320051390058,57.8250220479546,76.8467831156875
"NORTHERN AMERICA","o3","new york",65.4523782286899,62.9573488865865,81.9791099543194
"NORTHERN AMERICA","o3","north carolina",61.649496364534,59.1544670224307,78.1762280901636
"NORTHERN AMERICA","o3","north dakota",64.2259128824086,61.7308835403052,80.7526446080381
"NORTHERN AMERICA","o3","ohio",61.985101753494,59.4900724113906,78.5118334791235
"NORTHERN AMERICA","o3","oklahoma",59.8384781774936,57.3434488353902,76.3652099031231
"NORTHERN AMERICA","o3","oregon",61.8599679360081,59.3649385939047,78.3866996616376
"NORTHERN AMERICA","o3","pennsylvania",65.1029200949123,62.607890752809,81.6296518205419
"NORTHERN AMERICA","o3","rhode island",67.4525879410808,64.9575585989774,83.9793196667103
"NORTHERN AMERICA","o3","south carolina",59.2978504303281,56.8028210882247,75.8245821559576
"NORTHERN AMERICA","o3","south dakota",63.8534903475876,61.3584610054843,80.3802220732172
"NORTHERN AMERICA","o3","tennessee",60.6838334693533,58.1888041272499,77.2105651949828
"NORTHERN AMERICA","o3","texas",61.5175159659061,59.0224866238028,78.0442476915357
"NORTHERN AMERICA","o3","utah",61.1460858804667,58.6510565383633,77.6728176060962
"NORTHERN AMERICA","o3","vermont",67.9229159133705,65.4278865712671,84.449647639
"NORTHERN AMERICA","o3","virginia",63.1248876466906,60.6298583045873,79.6516193723202
"NORTHERN AMERICA","o3","washington",63.3684637456245,60.8734344035211,79.895195471254
"NORTHERN AMERICA","o3","west virginia",64.0190267238028,61.5239973816994,80.5457584494323
"NORTHERN AMERICA","o3","wisconsin",65.5189531660069,63.0239238239035,82.0456848916364
"NORTHERN AMERICA","o3","wyoming",61.2096507654921,58.7146214233888,77.7363824911217
"NORTHERN AMERICA","pm10","british columbia",70.8705196506157,70.2443685178855,76.556540981852
"NORTHERN AMERICA","pm10","alabama",51.5552549071513,50.9291037744211,57.2412762383876
"NORTHERN AMERICA","pm10","alaska",54.9909102637118,54.3647591309817,60.6769315949481
"NORTHERN AMERICA","pm10","arizona",49.830869695969,49.2047185632389,55.5168910272053
"NORTHERN AMERICA","pm10","california",55.4873053210449,54.8611541883148,61.1733266522812
"NORTHERN AMERICA","pm10","colorado",56.0118810196296,55.3857298868994,61.6979023508659
"NORTHERN AMERICA","pm10","connecticut",57.4735134893867,56.8473623566566,63.159534820623
"NORTHERN AMERICA","pm10","district of columbia",65.3627283525889,64.7365772198588,71.0487496838252
"NORTHERN AMERICA","pm10","florida",53.5275040084018,52.9013528756717,59.2135253396381
"NORTHERN AMERICA","pm10","georgia",52.8555044310237,52.2293532982935,58.54152576226
"NORTHERN AMERICA","pm10","hawaii",64.2174423108244,63.5912911780943,69.9034636420607
"NORTHERN AMERICA","pm10","idaho",53.3553306777999,52.7291795450698,59.0413520090362
"NORTHERN AMERICA","pm10","indiana",53.4462611150158,52.8201099822856,59.1322824462521
"NORTHERN AMERICA","pm10","kansas",53.0789704356521,52.4528193029219,58.7649917668884
"NORTHERN AMERICA","pm10","kentucky",53.417870334672,52.7917192019419,59.1038916659083
"NORTHERN AMERICA","pm10","michigan",57.5818356363715,56.9556845036413,63.2678569676078
"NORTHERN AMERICA","pm10","minnesota",56.2846591679144,55.6585080351843,61.9706804991507
"NORTHERN AMERICA","pm10","missouri",52.0443360501503,51.4181849174201,57.7303573813866
"NORTHERN AMERICA","pm10","montana",55.4735352435636,54.8473841108335,61.1595565747999
"NORTHERN AMERICA","pm10","nevada",52.4049959364344,51.7788448037043,58.0910172676707
"NORTHERN AMERICA","pm10","new hampshire",53.5258715205399,52.8997203878097,59.2118928517762
"NORTHERN AMERICA","pm10","new mexico",50.9249672260607,50.2988160933306,56.610988557297
"NORTHERN AMERICA","pm10","new york",56.0572940646927,55.4311429319625,61.743315395929
"NORTHERN AMERICA","pm10","north carolina",52.2544122005368,51.6282610678066,57.9404335317731
"NORTHERN AMERICA","pm10","north dakota",54.8308287184113,54.2046775856812,60.5168500496476
"NORTHERN AMERICA","pm10","ohio",52.5900175894968,51.9638664567666,58.2760389207331
"NORTHERN AMERICA","pm10","oklahoma",50.4433940134963,49.8172428807662,56.1294153447326
"NORTHERN AMERICA","pm10","oregon",52.4648837720108,51.8387326392807,58.1509051032471
"NORTHERN AMERICA","pm10","pennsylvania",55.7078359309151,55.0816847981849,61.3938572621514
"NORTHERN AMERICA","pm10","south carolina",49.9027662663308,49.2766151336007,55.5887875975671
"NORTHERN AMERICA","pm10","south dakota",54.4584061835904,53.8322550508603,60.1444275148267
"NORTHERN AMERICA","pm10","texas",52.1224318019089,51.4962806691788,57.8084531331452
"NORTHERN AMERICA","pm10","us",53.5708743400124,52.9447232072823,59.2568956712487
"NORTHERN AMERICA","pm10","washington",53.9733795816272,53.3472284488971,59.6594009128635
"NORTHERN AMERICA","pm10","wisconsin",56.1238690020097,55.4977178692795,61.809890333246
"NORTHERN AMERICA","pm10","wyoming",51.8145666014949,51.1884154687648,57.5005879327312
"NORTHERN AMERICA","pm25","alberta",87.4012958234532,86.6258224456688,97.1335374256635
"NORTHERN AMERICA","pm25","british columbia",87.8498819042382,87.0744085264537,97.5821235064485
"NORTHERN AMERICA","pm25","new brunswick",86.0064394252537,85.2309660474692,95.738681027464
"NORTHERN AMERICA","pm25","newfoundland and labrador",86.0010238649148,85.2255504871303,95.7332654671251
"NORTHERN AMERICA","pm25","nova scotia",88.1143160611492,87.3388426833647,97.8465576633595
"NORTHERN AMERICA","pm25","ontario",90.0788856924518,89.3034123146673,99.8111272946621
"NORTHERN AMERICA","pm25","prince edward island",88.0748168104543,87.2993434326699,97.8070584126646
"NORTHERN AMERICA","pm25","quebec",91.6430038830084,90.8675305052239,101.375245485219
"NORTHERN AMERICA","pm25","saskatchewan",85.1525277325186,84.3770543547341,94.8847693347289
"NORTHERN AMERICA","pm25","alabama",68.5346171607738,67.7591437829893,78.2668587629841
"NORTHERN AMERICA","pm25","alaska",71.9702725173344,71.1947991395499,81.7025141195447
"NORTHERN AMERICA","pm25","arizona",66.8102319495916,66.0347585718071,76.5424735518018
"NORTHERN AMERICA","pm25","arkansas",68.4338473960666,67.6583740182821,78.1660889982768
"NORTHERN AMERICA","pm25","california",72.4666675746675,71.691194196883,82.1989091768778
"NORTHERN AMERICA","pm25","colorado",72.9912432732521,72.2157698954676,82.7234848754624
"NORTHERN AMERICA","pm25","connecticut",74.4528757430092,73.6774023652248,84.1851173452195
"NORTHERN AMERICA","pm25","delaware",72.8370725898664,72.0615992120819,82.5693141920767
"NORTHERN AMERICA","pm25","district of columbia",82.3420906062114,81.566617228427,92.0743322084217
"NORTHERN AMERICA","pm25","florida",70.5068662620243,69.7313928842399,80.2391078642346
"NORTHERN AMERICA","pm25","georgia",69.8348666846462,69.0593933068617,79.5671082868565
"NORTHERN AMERICA","pm25","hawaii",81.1968045644469,80.4213311866624,90.9290461666572
"NORTHERN AMERICA","pm25","idaho",70.3346929314225,69.559219553638,80.0669345336327
"NORTHERN AMERICA","pm25","illinois",71.445260207202,70.6697868294175,81.1775018094122
"NORTHERN AMERICA","pm25","indiana",70.4256233686383,69.6501499908538,80.1578649708486
"NORTHERN AMERICA","pm25","iowa",70.8374315411416,70.0619581633571,80.5696731433518
"NORTHERN AMERICA","pm25","kansas",70.0583326892746,69.2828593114901,79.7905742914849
"NORTHERN AMERICA","pm25","kentucky",70.3972325882945,69.6217592105101,80.1294741905048
"NORTHERN AMERICA","pm25","louisiana",70.1982180639566,69.4227446861722,79.9304596661669
"NORTHERN AMERICA","pm25","maine",70.5254161743217,69.7499427965372,80.257657776532
"NORTHERN AMERICA","pm25","maryland",72.7829782353849,72.0075048576005,82.5152198375952
"NORTHERN AMERICA","pm25","massachusetts",76.1041982016904,75.3287248239059,85.8364398039007
"NORTHERN AMERICA","pm25","michigan",74.561197889994,73.7857245122095,84.2934394922043
"NORTHERN AMERICA","pm25","minnesota",73.2640214215369,72.4885480437525,82.9962630237472
"NORTHERN AMERICA","pm25","mississippi",69.747188705332,68.9717153275475,79.4794303075422
"NORTHERN AMERICA","pm25","missouri",69.0236983037728,68.2482249259883,78.7559399059831
"NORTHERN AMERICA","pm25","montana",72.4528974971861,71.6774241194017,82.1851390993964
"NORTHERN AMERICA","pm25","nebraska",69.9529452298181,69.1774718520336,79.6851868320284
"NORTHERN AMERICA","pm25","nevada",69.384358190057,68.6088848122725,79.1165997922673
"NORTHERN AMERICA","pm25","new hampshire",70.5052337741624,69.7297603963779,80.2374753763727
"NORTHERN AMERICA","pm25","new jersey",77.6435674665532,76.8680940887687,87.3758090687634
"NORTHERN AMERICA","pm25","new mexico",67.9043294796832,67.1288561018988,77.6365710818935
"NORTHERN AMERICA","pm25","new york",73.0366563183152,72.2611829405307,82.7688979205255
"NORTHERN AMERICA","pm25","north carolina",69.2337744541593,68.4583010763748,78.9660160563696
"NORTHERN AMERICA","pm25","north dakota",71.8101909720339,71.0347175942494,81.5424325742441
"NORTHERN AMERICA","pm25","ohio",69.5693798431193,68.7939064653348,79.3016214453296
"NORTHERN AMERICA","pm25","oklahoma",67.4227562671188,66.6472828893344,77.1549978693291
"NORTHERN AMERICA","pm25","oregon",69.4442460256333,68.6687726478489,79.1764876278436
"NORTHERN AMERICA","pm25","pennsylvania",72.6871981845376,71.9117248067531,82.4194397867479
"NORTHERN AMERICA","pm25","rhode island",75.0368660307061,74.2613926529216,84.7691076329163
"NORTHERN AMERICA","pm25","south carolina",66.8821285199534,66.1066551421689,76.6143701221636
"NORTHERN AMERICA","pm25","south dakota",71.4377684372129,70.6622950594284,81.1700100394232
"NORTHERN AMERICA","pm25","tennessee",68.2681115589786,67.4926381811941,78.0003531611889
"NORTHERN AMERICA","pm25","texas",69.1017940555314,68.326320677747,78.8340356577417
"NORTHERN AMERICA","pm25","us",70.5502365936349,69.7747632158504,80.2824781958452
"NORTHERN AMERICA","pm25","utah",68.730363970092,67.9548905923075,78.4626055723022
"NORTHERN AMERICA","pm25","vermont",75.5071940029958,74.7317206252113,85.2394356052061
"NORTHERN AMERICA","pm25","virginia",70.7091657363159,69.9336923585314,80.4414073385262
"NORTHERN AMERICA","pm25","washington",70.9527418352498,70.1772684574653,80.68498343746
"NORTHERN AMERICA","pm25","wisconsin",73.1032312556322,72.3277578778477,82.8354728578425
"NORTHERN AMERICA","pm25","wyoming",68.7939288551174,68.0184554773329,78.5261704573277
"NORTHERN AMERICA","so2","alberta",79.6317252892245,76.5502832029366,81.1064312789546
"NORTHERN AMERICA","so2","british columbia",80.0803113700095,76.9988692837216,81.5550173597395
"NORTHERN AMERICA","so2","nova scotia",78.8232488817161,75.7418067954282,80.2979548714461
"NORTHERN AMERICA","so2","alaska",64.5700463590871,61.4886042727993,66.0447523488172
"NORTHERN AMERICA","so2","arizona",59.0406614153628,55.9592193290749,60.5153674050929
"NORTHERN AMERICA","so2","california",64.6970970404387,61.6156549541508,66.1718030301688
"NORTHERN AMERICA","so2","delaware",64.5198434076218,61.4384013213339,65.9945493973518
"NORTHERN AMERICA","so2","district of columbia",74.5646010158557,71.4831589295678,76.0393070055858
"NORTHERN AMERICA","so2","florida",62.7372957277956,59.6558536415077,64.2120017175257
"NORTHERN AMERICA","so2","georgia",62.0652961504175,58.9838540641296,63.5400021401475
"NORTHERN AMERICA","so2","hawaii",73.4272340302182,70.3457919439303,74.9019400199482
"NORTHERN AMERICA","so2","idaho",62.5651223971937,59.4836803109058,64.0398283869238
"NORTHERN AMERICA","so2","illinois",63.7348175193341,60.6533754330462,65.2095235090642
"NORTHERN AMERICA","so2","indiana",62.6560528344095,59.5746107481216,64.1307588241396
"NORTHERN AMERICA","so2","iowa",62.8973109433038,59.8158688570159,64.3720169330338
"NORTHERN AMERICA","so2","kansas",62.2887621550458,59.2073200687579,63.7634681447759
"NORTHERN AMERICA","so2","kentucky",62.6276620540658,59.5462199677779,64.1023680437959
"NORTHERN AMERICA","so2","maryland",65.0134077011562,61.9319656148683,66.4881136908863
"NORTHERN AMERICA","so2","massachusetts",68.3346276674617,65.2531855811738,69.8093336571917
"NORTHERN AMERICA","so2","michigan",66.7916273557652,63.7101852694773,68.2663333454953
"NORTHERN AMERICA","so2","minnesota",65.4944508873082,62.4130088010203,66.9691568770383
"NORTHERN AMERICA","so2","missouri",61.2541277695441,58.1726856832562,62.7288337592741
"NORTHERN AMERICA","so2","nevada",61.4056316849446,58.3241895986567,62.8803376746747
"NORTHERN AMERICA","so2","new hampshire",62.7356632399336,59.6542211536458,64.2103692296637
"NORTHERN AMERICA","so2","new mexico",60.1347589454545,57.0533168591666,61.6094649351846
"NORTHERN AMERICA","so2","north carolina",61.4642039199306,58.3827618336427,62.9389099096606
"NORTHERN AMERICA","so2","ohio",61.7998093088905,58.7183672226026,63.2745152986206
"NORTHERN AMERICA","so2","oklahoma",59.5274433766504,56.4460012903626,61.0021493663805
"NORTHERN AMERICA","so2","pennsylvania",64.9176276503089,61.836185564021,66.3923336400389
"NORTHERN AMERICA","so2","south carolina",58.7428186436464,55.6613765573585,60.2175246333764
"NORTHERN AMERICA","so2","tennessee",60.4985410247498,57.4170989384619,61.9732470144799
"NORTHERN AMERICA","so2","utah",60.9607934358632,57.8793513495753,62.4354994255933
"NORTHERN AMERICA","so2","virginia",62.9395952020872,59.8581531157993,64.4143011918172
"NORTHERN AMERICA","so2","west virginia",63.8337342791993,60.7522921929114,65.3084402689294
"NORTHERN AMERICA","so2","wisconsin",65.2758940299789,NA,66.7506000197089
"NORTHERN AMERICA","so2","wyoming",61.0243583208887,NA,NA
"LATIN AMER. & CARIB","co","antofagasta",109.953844920805,17.330593411026,209.239985272344
"LATIN AMER. & CARIB","co","araucania",115.619596600846,22.9963450910665,214.905736952385
"LATIN AMER. & CARIB","co","bio bio",109.743056961084,17.1198054513049,209.029197312623
"LATIN AMER. & CARIB","co","cl",111.880304685585,19.2570531758059,211.166445037124
"LATIN AMER. & CARIB","co","santiago metropolitan region",112.163714717058,19.5404632072786,211.449855068597
"LATIN AMER. & CARIB","co","antioquia",132.387755261176,39.7645037513961,231.673895612714
"LATIN AMER. & CARIB","co","metropolitan municipality of lima",158.595192630886,65.971941121107,257.881332982425
"LATIN AMER. & CARIB","no2","antofagasta",54.1723673690161,NA,56.7503651622937
"LATIN AMER. & CARIB","no2","atacama",56.1736702020674,NA,58.7516679953449
"LATIN AMER. & CARIB","no2","bio bio",54.1454855585429,NA,56.7234833518204
"LATIN AMER. & CARIB","no2","cl",56.2827332830439,NA,58.8607310763214
"LATIN AMER. & CARIB","no2","santiago metropolitan region",56.5661433145165,NA,59.1441411077941
"LATIN AMER. & CARIB","no2","antioquia",77.6307398953746,NA,80.2087376886522
"LATIN AMER. & CARIB","no2","metropolitan municipality of lima",102.997621228345,NA,105.575619021623
"LATIN AMER. & CARIB","o3","antofagasta",48.8943940625511,50.7719418774986,38.9265917101482
"LATIN AMER. & CARIB","o3","atacama",50.7117907463545,52.589338561302,40.7439883939516
"LATIN AMER. & CARIB","o3","bio bio",48.68360610283,50.5611539177776,38.7158037504272
"LATIN AMER. & CARIB","o3","cl",50.820853827331,52.6984016422786,40.8530514749282
"LATIN AMER. & CARIB","o3","santiago metropolitan region",51.1042638588037,52.9818116737512,41.1364615064008
"LATIN AMER. & CARIB","o3","antioquia",72.1688604396618,74.0464082546093,62.2010580872589
"LATIN AMER. & CARIB","o3","metropolitan municipality of lima",97.5357417726322,99.4132895875797,87.5679394202293
"LATIN AMER. & CARIB","pm10","antofagasta",51.6579417094377,42.7631407183479,62.9852541293425
"LATIN AMER. & CARIB","pm10","araucania",57.3236933894782,48.4288923983885,68.6510058093831
"LATIN AMER. & CARIB","pm10","atacama",53.4753383932411,44.5805374021514,64.802650813146
"LATIN AMER. & CARIB","pm10","bio bio",51.4471537497167,42.5523527586269,62.7744661696215
"LATIN AMER. & CARIB","pm10","cl",53.5844014742177,44.6896004831279,64.9117138941225
"LATIN AMER. & CARIB","pm10","coquimbo",53.4236833345026,44.5288823434128,64.7509957544074
"LATIN AMER. & CARIB","pm10","los lagos",52.9401169837389,44.0453159926491,64.2674294036437
"LATIN AMER. & CARIB","pm10","maule",52.5625093338311,43.6677083427414,63.889821753736
"LATIN AMER. & CARIB","pm10","santiago metropolitan region",53.8678115056903,44.9730105146006,65.1951239255952
"LATIN AMER. & CARIB","pm10","antioquia",74.9324080865484,66.0376070954587,86.2597205064532
"LATIN AMER. & CARIB","pm10","metropolitan municipality of lima",100.299289419519,91.404488428429,111.626601839424
"LATIN AMER. & CARIB","pm25","antofagasta",57.4178097879286,50.7431142629143,70.6734182888153
"LATIN AMER. & CARIB","pm25","araucania",63.0835614679691,56.4088659429548,76.3391699688559
"LATIN AMER. & CARIB","pm25","atacama",59.235206471732,52.5605109467177,72.4908149726188
"LATIN AMER. & CARIB","pm25","bio bio",57.2070218282076,50.5323263031933,70.4626303290943
"LATIN AMER. & CARIB","pm25","cl",59.3442695527086,52.6695740276943,72.5998780535953
"LATIN AMER. & CARIB","pm25","coquimbo",59.1835514129934,52.5088558879792,72.4391599138802
"LATIN AMER. & CARIB","pm25","los lagos",58.6999850622298,52.0252895372155,71.9555935631165
"LATIN AMER. & CARIB","pm25","magallanes and chilean antarctica",63.3984108084952,56.7237152834809,76.6540193093819
"LATIN AMER. & CARIB","pm25","maule",58.322377412322,51.6476818873077,71.5779859132087
"LATIN AMER. & CARIB","pm25","santiago metropolitan region",59.6276795841812,52.9529840591669,72.8832880850679
"LATIN AMER. & CARIB","pm25","antioquia",80.6922761650393,74.017580640025,93.947884665926
"LATIN AMER. & CARIB","pm25","bogota",79.5058496758514,72.8311541508371,92.7614581767382
"LATIN AMER. & CARIB","pm25","cr",67.8745698864127,61.1998743613984,81.1301783872994
"LATIN AMER. & CARIB","pm25","metropolitan municipality of lima",106.05915749801,99.3844619729954,119.314765998896
"LATIN AMER. & CARIB","so2","antofagasta",52.9291518284837,50.3863267213762,54.3699038288603
"LATIN AMER. & CARIB","so2","atacama",54.7465485122872,52.2037234051797,56.1873005126637
"LATIN AMER. & CARIB","so2","bio bio",52.7183638687627,50.1755387616552,54.1591158691392
"LATIN AMER. & CARIB","so2","cl",54.8556115932637,52.3127864861562,56.2963635936402
"LATIN AMER. & CARIB","so2","santiago metropolitan region",55.1390216247364,52.5961965176288,56.5797736251129
"LATIN AMER. & CARIB","so2","antioquia",76.2036182055944,73.6607930984869,77.644370205971
"LATIN AMER. & CARIB","so2","metropolitan municipality of lima",101.570499538565,99.0276744314573,103.011251538941
